コード,修正機種名,件数,台数,最小値,最大値,合計額,中心価格,前回
p10372,プリズムナナ,0,0,0,0,0,347407,401250
p10361,ＳＨＡＫＥ　ＢＯＮＵＳ　ＴＲＩＧＧＥＲ,0,0,0,0,0,344115,358966
p10405,スマスロ　サンダーＶ,0,0,0,0,0,329890,366735
p10387,Ｌパチスロうみねこのなく頃に２,0,0,0,0,0,318714,339023
p9924,ドラゴンハナハナ～閃光～‐３０,0,0,0,0,0,294250,295312
p10266,アレックス　ブライト,0,0,0,0,0,291411,275351
p10374,スマート沖スロ　ニューキングハナハナＶ,0,0,0,0,0,258171,302090
p9998,スマート沖スロ　ドラゴンハナハナ～閃光～,0,0,0,0,0,249583,263312
p10395,Ｌ　無職転生　～異世界行ったら本気だす～,0,0,0,0,0,222000,261219
p10379,スマスロ鉄拳６,0,0,0,0,0,184987,184218
p10325,クレアの秘宝伝　～はじまりの扉と太陽の石～　ボーナストリガーｖｅｒ．,0,0,0,0,0,181603,209690
p10283,パチスロなめ猫～液晶ないけどなめんじゃねぇ～,0,0,0,0,0,150000,150000
p10355,銀河英雄伝説　Ｄｉｅ　Ｎｅｕｅ　Ｔｈｅｓｅ,0,0,0,0,0,149343,230782
p10313,スマスロ　東京リベンジャーズ,0,0,0,0,0,148000,137129
p10354,スマスロ　とある科学の超電磁砲２,0,0,0,0,0,147450,181742
p10164,Ａ‐ＳＬＯＴ＋　ディスクアップ　ＵＬＴＲＡＲＥＭＩＸ,0,0,0,0,0,142000,145588
p10169,Ｌ少女☆歌劇　レヴュースタァライト　‐Ｔｈｅ　ＳＬＯＴ‐,0,0,0,0,0,134234,138214
p9922,パチスロ武装神姫,0,0,0,0,0,126666,104666
p10401,Ｌ範馬刃牙,0,0,0,0,0,115378,242154
p10258,ＬＢジャックポット,0,0,0,0,0,114000,65000
p10177,七つの魔剣が支配する,0,0,0,0,0,108906,88586
p10352,Ｌパチスロ　革命機ヴァルヴレイヴ２,0,0,0,0,0,106758,136747
p10259,Ｌ　ＴｏＬＯＶＥるダークネス　ＴＲＡＮＣＥ　ｖｅｒ．８．７,0,0,0,0,0,106279,131965
p10306,ＳＬＯＴドルアーガの塔,0,0,0,0,0,103000,91363
p10275,いざ！番長,0,0,0,0,0,94411,101769
p10250,翔べ！ハーレムエース,0,0,0,0,0,75615,77925
p10267,花笠,0,0,0,0,0,70000,68000
p10004,パチスロ金のかぼちゃ,0,0,0,0,0,70000,70000
p10086,スマスロ　ゴッドイーター　リザレクション,0,0,0,0,0,68549,73196
p10390,スマスロ　秘宝伝,0,0,0,0,0,66145,62676
p9963,Ｓｋｙ　Ｌｏｖｅ,0,0,0,0,0,58107,60250
p10143,スターハナハナ‐３０,0,0,0,0,0,55909,62944
p9897,パチスロ交響詩篇エウレカセブンＨＩ‐ＥＶＯＬＵＴＩＯＮ　ＺＥＲＯ　ＴＹＰＥ‐ＡＲＴ,0,0,0,0,0,55727,57948
p9854,パチスロ　戦国†恋姫,0,0,0,0,0,54000,55000
p10142,Ｌスーパービンゴネオ,0,0,0,0,0,53333,50000
p10162,スマート沖スロ　スターハナハナ,0,0,0,0,0,51789,34509
p10360,Ｌ　荒野のコトブキ飛行隊,0,0,0,0,0,51000,46875
p9848,ゴーゴージャグラー３,0,0,0,0,0,50000,50000
p10265,ハイビリターン‐３０,0,0,0,0,0,47823,42160
p10414,スマスロ　ゴブリンスレイヤーＩＩ,0,0,0,0,0,47697,71491
p10349,スマスロ　新鬼武者３,0,0,0,0,0,45015,57368
p10209,Ｓｉｓｔｅｒ　Ｑｕｅｓｔ,0,0,0,0,0,41166,25000
p9818,ウルトラちゃぶ台返し,0,0,0,0,0,40000,40000
p10043,賞金首Ａｎｇｅｌ,0,0,0,0,0,35000,39500
p9873,パチスロナイツ,0,0,0,0,0,34666,37125
p9707,パチスロ　魔法少女育成計画,0,0,0,0,0,32500,30000
p9720,Ｌバキ　強くなりたくば喰らえ！！！,0,0,0,0,0,30833,31750
p9783,キングハナハナ‐３０,5,12,0,0,0,28750,38500
p10368,スマスロ　沖ドキ！ＤＵＯ　アンコール,0,0,0,0,0,28655,29528
p10339,Ｌ主役は銭形５,0,0,0,0,0,28377,41444
p9844,パチスロ　蛇喰夢子という女,0,0,0,0,0,28211,29062
p10299,ＬＢトリプルクラウン,0,0,0,0,0,27333,29250
p9991,ＳＬＯＴ忍者じゃじゃ丸くん,0,0,0,0,0,25666,25400
p9987,スマスロ　ゴールデンカムイ,0,0,0,0,0,25222,24000
p9919,パチスロ　ファイヤードリフト,0,0,0,0,0,25181,27222
p9908,パチスロ　ケンガンアシュラ,0,0,0,0,0,25000,25428
p9805,課長　熊田工作,0,0,0,0,0,25000,25000
p10174,スマスロスーパーブラックジャック,0,0,0,0,0,24385,25779
p10351,バーニングエクスプレス,0,0,0,0,0,24369,22428
p10188,スマスロ　シャーマンキング,0,0,0,0,0,24238,14062
p10190,Ｌ島娘,0,0,0,0,0,22700,22333
p9868,Ｌ戦国乙女４　戦乱に閃く炯眼の軍師,0,0,0,0,0,22551,22323
p10261,ＬＢプレミアムうまい棒,0,0,0,0,0,21333,22187
p10008,忍魂参　～奥義皆伝ノ章～,0,0,0,0,0,21133,18153
p10147,スマスロ　一方通行　とある魔術の禁書目録,0,0,0,0,0,20031,22718
p9705,ハッピージャグラーＶＩＩＩ,0,0,0,0,0,19857,19250
p9952,スマスロ　コードギアス　反逆のルルーシュ／復活のルルーシュ,0,0,0,0,0,19200,18320
p9928,Ｌラブ嬢３～Ｗご指名はいかがですか？～,0,0,0,0,0,19033,11363
p9803,真天下布武,0,0,0,0,0,19000,11200
p9778,パチスロ　探偵オペラ　ミルキィホームズＲ　大収穫祭！！！！,0,0,0,0,0,19000,26666
p9882,スーハナライジング‐３０,0,0,0,0,0,18857,18428
p10014,チバリヨ２,0,0,0,0,0,18838,24080
p10091,パチスロ　かぐや様は告らせたい,0,0,0,0,0,18377,18320
p10053,Ｓバハマ３０,0,0,0,0,0,18250,18250
p9738,沖ドキ！ＧＯＬＤ,0,0,0,0,0,18200,18200
p9896,スマスロ劇場版　魔法少女まどか☆マギカ［前編］始まりの物語／［後編］永遠の物語ｆ‐フォルテ‐,0,0,0,0,0,18000,14000
p9935,Ｌパチスロ　マクロスフロンティア４,0,0,0,0,0,16857,16571
p9983,Ｌ南国育ち,0,0,0,0,0,16692,14653
p9831,スロット　ソードアート・オンライン,0,0,0,0,0,16685,19500
p10077,Ｓ　ご～やちゃんぷる～　２５φ,0,0,0,0,0,16666,10000
p9876,麻雀格闘倶楽部　覚醒,0,0,0,0,0,16666,17900
p9967,ワードオブライツＩＩ,0,0,0,0,0,16500,18090
p10215,スマート沖スロ　アメイジングライブ,0,0,0,0,0,16250,18600
p9837,Ｌベルセルク無双,0,0,0,0,0,15928,15600
p9929,パチスロ花の慶次～佐渡攻めの章～,0,0,0,0,0,15888,15100
p9786,スマスロ北斗の拳,0,0,0,0,0,15611,15840
p10157,Ｌルパン三世　大航海者の秘宝,0,0,0,0,0,15402,15361
p9913,スマスロ　とある魔術の禁書目録,0,0,0,0,0,15176,14294
p10180,チバリヨ２プラス,0,0,0,0,0,15157,13529
p9829,ＳＬＯＴメイドインアビス,0,0,0,0,0,15000,15000
p9759,もっと！チバリヨ‐２５,0,0,0,0,0,15000,12500
p9749,パチスロ　真俺の空,0,0,0,0,0,15000,11000
p9845,ぱちスロ　にゃんこ大戦争　ＢＩＧＢＡＮＧ,0,0,0,0,0,14875,15857
p9725,パチスロ　革命機ヴァルヴレイヴ,0,0,0,0,0,14692,14210
p10019,ニューパルサーＳＰ４　ｗｉｔｈ　太鼓の達人,0,0,0,0,0,14238,13480
p10242,吉宗,0,0,0,0,0,14188,15660
p9843,パチスロ　からくりサーカス,0,0,0,0,0,13764,12941
p10107,パチスロハイパーラッシュ,0,0,0,0,0,13760,14440
p9860,スーパービンゴネオクラシック,0,0,0,0,0,13571,17600
p9755,ＳモモキュンソードＤＸ,0,0,0,0,0,13500,15166
p9879,スマスロ転生したらスライムだった件,0,0,0,0,0,13500,13500
p9920,クランキークレスト,0,0,0,0,0,13483,13727
p10070,Ｌ　Ｄ４ＤＪ　Ｐａｃｈｉ‐Ｓｌｏｔ　Ｍｉｘ,0,0,0,0,0,13461,14142
p10038,Ｌ　ＴｏＬＯＶＥるダークネス,0,0,0,0,0,13347,13757
p9841,スマスロ　バイオハザード：ヴェンデッタ,0,0,0,0,0,13266,13642
p9959,Ｌパチスロガールズ＆パンツァー　最終章,0,0,0,0,0,13133,13682
p10160,Ｌ　犬夜叉２,0,0,0,0,0,13083,11071
p10097,スマスロ頭文字Ｄ　２ｎｄ,0,0,0,0,0,12525,13625
p9750,沖ドキ！ＧＯＬＤ‐３０,0,0,0,0,0,12500,13000
p9771,パチスロ盾の勇者の成り上がり,0,0,0,0,0,12500,13333
p9785,スロドル,0,0,0,0,0,12444,12750
p10072,スロット　ゾンビランドサガ,0,0,0,0,0,12421,11233
p10301,ＬＢパチスロ　ヱヴァンゲリヲン　～約束の扉～,0,0,0,0,0,12026,12333
p9995,キングクリエーター３０,0,0,0,0,0,12000,12000
p10318,マジカルハロウィン　ボーナストリガー,0,0,0,0,0,11857,13800
p9961,Ｌストライクウィッチーズ２,0,0,0,0,0,11833,12142
p10071,スマスロ　ゲゲゲの鬼太郎　覚醒,0,0,0,0,0,11818,11478
p9775,パチスロ　緋弾のアリアＩＩ,0,0,0,0,0,11750,11000
p10042,Ｌパチスロ　炎炎ノ消防隊,0,0,0,0,0,11738,11477
p10049,アオハル♪操　Ａ‐ＬＩＶＥ,0,0,0,0,0,11695,11469
p9722,ＳＬＯＴ　とある科学の超電磁砲,0,0,0,0,0,11666,11666
p9927,Ｌ　ひぐらしのなく頃に　業,0,0,0,0,0,11615,13875
p10076,パチスロＬ黄門ちゃま天,0,0,0,0,0,11500,11833
p9958,吉宗ＲＩＳＩＮＧ,0,0,0,0,0,11500,12750
p9972,パチスロ　ガメラ２,0,0,0,0,0,11450,11181
p9812,Ｌゴブリンスレイヤー,0,0,0,0,0,11250,11285
p10102,スマート沖スロ　超華祭,0,0,0,0,0,11142,10428
p10239,Ｌゴジラ,0,0,0,0,0,11015,11516
p9910,Ｌ　エヴァンゲリオン　～未来への創造～,0,0,0,0,0,11000,13333
p9978,スロット　冴えない彼女の育てかた,0,0,0,0,0,10800,11000
p9799,パチスロ機動戦士ガンダムユニコーン,0,0,0,0,0,10666,11750
p10138,スマスロ　モンスターハンターライズ,0,0,0,0,0,10641,10348
p9871,Ｓ　織田信奈の野望　全国版,0,0,0,0,0,10600,13900
p10104,スマスロ　鬼武者３,0,0,0,0,0,10498,11247
p9990,Ｌ　ゴジラ対エヴァンゲリオン,0,0,0,0,0,10421,10068
p9712,ラストユートピア,0,0,0,0,0,10250,11000
p10113,Ｌ　新・必殺仕置人　回胴　ＣＲＡＳＨ　ＳＰＥＣ,0,0,0,0,0,10222,10500
p10217,スマスロ　バイオハザード５,0,0,0,0,0,10216,11103
p9856,防空少女ラブキューレ２～極限の共鳴～,0,0,0,0,0,10142,11400
p9728,もっと！チバリヨ‐３０,0,0,0,0,0,10000,10000
p9878,ぱちスロ　乃木坂４６,0,0,0,0,0,10000,9950
p10007,Ｌパチスロうる星やつら,0,0,0,0,0,10000,10437
p10340,スマスロネオプラネット,0,0,0,0,0,10000,13485
p10187,Ｌ　サラリーマン金太郎,0,0,0,0,0,9891,9369
p10247,ＬＢパチスロ１０００ちゃんＡ,0,0,0,0,0,9866,9166
p9839,スマスロ　戦国ＢＡＳＡＲＡ　ＧＩＧＡ,0,0,0,0,0,9833,9833
p9849,スマスロキン肉マン～７人の悪魔超人編～,0,0,0,0,0,9777,9000
p10121,スロット　Ｒｅ：ゼロから始める異世界生活　ｓｅａｓｏｎ２,0,0,0,0,0,9600,10230
p10106,Ｌバンドリ！,0,0,0,0,0,9571,11500
p10050,Ｌパチスロ戦姫絶唱シンフォギア　正義の歌,0,0,0,0,0,9541,10190
p9900,Ｌ大工の源さん　超夢源,0,0,0,0,0,9500,9400
p10196,Ｌパチスロ　シン・エヴァンゲリオン,0,0,0,0,0,9400,9954
p9809,Ｌ主役は銭形４,0,0,0,0,0,9347,10083
p9719,パチスロ幼女戦記,0,0,0,0,0,9333,9333
p9861,スーパービンゴネオクラシック‐３０,0,0,0,0,0,9333,9333
p10044,スマスロ真・北斗無双,0,0,0,0,0,9047,9600
p9736,パチスロ　這いよれ！ニャル子さん,0,0,0,0,0,9000,8750
p10036,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,0,0,0,0,0,8862,8466
p9885,戦国コレクション５超極楽ＬＯＯＰ,0,0,0,0,0,8727,9428
p10116,Ｌ　真・一騎当千,0,0,0,0,0,8554,8781
p9777,大花満,0,0,0,0,0,8000,8000
p10067,Ｌ　アカメが斬る！　２,0,0,0,0,0,8000,7000
p10277,スマスロ　デビル　メイ　クライ５　スタイリッシュトライブ,0,0,0,0,0,7964,7875
p10176,Ｌパチスロ　ありふれた職業で世界最強,0,0,0,0,0,7791,7772
p10146,スマスロ　聖戦士ダンバイン,0,0,0,0,0,7769,7700
p10216,スマスロ　アイドルマスター　ミリオンライブ！　ネクストプロローグ,0,0,0,0,0,7760,7187
p10308,パチスロ　転生したら剣でした,0,0,0,0,0,7727,7941
p10079,Ｌパチスロ閃乱カグラ２　ＳＨＩＮＯＶＩ　ＭＡＳＴＥＲ,0,0,0,0,0,7714,7714
p9932,スマスロ　バイオハザード　ヴィレッジ,0,0,0,0,0,7700,7833
p10081,Ａ‐ＳＬＯＴ＋　この素晴らしい世界に祝福を！,0,0,0,0,0,7692,7583
p9769,戦国コレクション５,0,0,0,0,0,7666,9500
p9816,パチスロ　コードギアス　反逆のルルーシュ３　Ｃ．Ｃ．＆Ｋａｌｌｅｎ　ｖｅｒ．,0,0,0,0,0,7655,7690
p10255,Ｌパチスロ　機動戦士ガンダムＳＥＥＤ,0,0,0,0,0,7605,6880
p10052,スマスロ　ストリートファイターＶ　挑戦者の道,0,0,0,0,0,7600,7666
p10023,押忍！番長４,0,0,0,0,0,7592,7384
p10319,Ｌ　ダーリン・イン・ザ・フランキス,0,0,0,0,0,7514,7200
p9881,回胴式遊技機　グランベルム,0,0,0,0,0,7500,8119
p10226,てぃだどんどん,0,0,0,0,0,7500,8500
p9866,ファミスタ回胴版！！,0,0,0,0,0,7307,7384
p9964,ＧＩ優駿倶楽部黄金,0,0,0,0,0,7277,7000
p10234,Ｌ麻雀物語,0,0,0,0,0,7240,7888
p10033,パチスロ　ダンジョンに出会いを求めるのは間違っているだろうか２,0,0,0,0,0,7125,6571
p9880,ＰＡＣＨＩＳＬＯＴ　００９　ＲＥ：ＣＹＢＯＲＧ,0,0,0,0,0,7115,6961
p9985,スマスロキングパルサー,0,0,0,0,0,7000,7000
p10270,わたしの幸せな結婚,0,0,0,0,0,6714,6441
p9724,パチスロ鉄拳４アルティメットデビルＶｅｒ．,0,0,0,0,0,6666,6500
p10090,スマスロワンパンマン,0,0,0,0,0,6650,6631
p9921,マジカルハロウィン８,0,0,0,0,0,6250,5472
p9798,パチスロ　炎炎ノ消防隊,0,0,0,0,0,6222,6000
p10017,スマスロ　ストライク・ザ・ブラッド,0,0,0,0,0,6200,5777
p9864,パチスロ傷物語　‐始マリノ刻‐,0,0,0,0,0,6187,6388
p10039,Ｌ聖闘士星矢　海皇覚醒　ＣＵＳＴＯＭ　ＥＤＩＴＩＯＮ,0,0,0,0,0,6166,6000
p10198,回胴黙示録カイジ　狂宴,0,0,0,0,0,6115,5923
p10094,今日から俺は！！　パチスロ編,0,0,0,0,0,6000,6000
p9721,スマスロリノヘブン,0,0,0,0,0,6000,5750
p9792,パチスロＯＶＥＲＬＯＲＤ絶対支配者光臨ＩＩ,0,0,0,0,0,5962,5957
p10315,スマスロ　バベル,0,0,0,0,0,5952,6150
p10236,Ｌうしおととら白面決戦ＶＨ,0,0,0,0,0,5944,6736
p10271,Ｌ　ＵＬＴＲＡＭＡＮ,0,0,0,0,0,5941,6125
p10307,スマスロ　ドルアーガの塔,0,0,0,0,0,5690,6333
p10141,Ｌパチスロ　ダンベル何キロ持てる？,0,0,0,0,0,5605,5200
p10290,Ｌ　絶対衝激～ＰＬＡＴＯＮＩＣ　ＨＥＡＲＴ～,0,0,0,0,0,5586,5741
p9944,スマスロバジリスク～甲賀忍法帖～絆２　天膳　ＢＬＡＣＫ　ＥＤＩＴＩＯＮ,0,0,0,0,0,5578,5681
p10186,Ｌ　にゃんこ大戦争　超神速,0,0,0,0,0,5500,5500
p9733,ＨＥＹ！エリートサラリーマン鏡,0,0,0,0,0,5500,4500
p10297,Ｌ咲‐Ｓａｋｉ‐　頂上決戦,0,0,0,0,0,5434,5333
p9800,アナザーゴッドハーデス‐解き放たれし槍撃ｖｅｒ．‐,0,0,0,0,0,5333,5125
p10251,スマスロ　ギルティクラウン２,0,0,0,0,0,5261,4365
p10128,桃太郎電鉄　～パチスロも定番！～,0,0,0,0,0,5131,5361
p10064,スマスロ　トロピカーナ,0,0,0,0,0,5000,5000
p10109,Ｌダブルアタック２　ｗｉｔｈ　ＯＺＳ‐１０００＆ＲＡＰＨＡＥＬ,0,0,0,0,0,5000,5400
p9804,マイフラワー２‐３０,0,0,0,0,0,5000,5000
p10220,Ｌ　仮面ライダー電王,0,0,0,0,0,5000,3818
p9934,Ｌ　リングにかけろ１　Ｖ,0,0,0,0,0,5000,5000
p10041,Ｌ　ウルトラマンティガ,0,0,0,0,0,4833,4833
p9962,Ｌ　仮面ライダー　７ＲＩＤＥＲＳ,0,0,0,0,0,4750,5636
p9877,燃えチバ‐３０,0,0,0,0,0,4727,4727
p9732,パチスロ　モンスターハンターワールド：アイスボーンＴＭ,0,0,0,0,0,4722,4650
p10232,スマスロ　ようこそ実力至上主義の教室へ,0,0,0,0,0,4682,4333
p10011,スマスロ交響詩篇エウレカセブン４　ＨＩ‐ＥＶＯＬＵＴＩＯＮ,0,0,0,0,0,4555,5000
p10254,スマスロニューパルサーＢＴ,0,0,0,0,0,4484,4303
p9710,花火絶景,0,0,0,0,0,4400,4400
p10287,マタドールＩＩＩ,0,0,0,0,0,4312,4285
p10376,Ｌ　絶対衝激ＩＶ,0,0,0,0,0,4303,3866
p10224,スマスロ　緑ドン　ＶＩＶＡ！情熱南米編　ＲＥＶＩＶＡＬ,0,0,0,0,0,4125,3888
p9704,パチスロ　ダンまち外伝　ソード・オラトリア,0,0,0,0,0,3662,3900
p10078,Ｓ　ご～やちゃんぷる～　３０φ,0,0,0,0,0,3000,
p9636,ニューゲッターマウス,0,0,0,0,0,1000,1000
p9604,ＳＬＯＴ　ＳＴＥＩＮＳ；ＧＡＴＥ,0,0,0,0,0,1000,1000
p9545,ＳＬＯＴマッピー,0,0,0,0,0,1000,1000
p9519,バーサスリヴァイズ,0,0,0,0,0,1000,1000
p9518,沖ドキ！ＤＵＯ‐３０,0,0,0,0,0,1000,1000
p9517,沖ドキ！ＤＵＯ,0,0,0,0,0,1000,1000
p9484,ＣＣエンジェル,0,0,0,0,0,1000,1000
p9462,ＳＬＯＴタブー・タトゥー,0,0,0,0,0,1000,1000
p9413,ＳＬＯＴ劇場版　魔法少女まどか☆マギカ［前編］始まりの物語／［後編］永遠の物語,0,0,0,0,0,1000,1000
p9401,新ハナビ,0,0,0,0,0,1000,1000
p9362,ＳＬＯＴアルドノア・ゼロ,0,0,0,0,0,1000,1000
p9681,パチスロ閃乱カグラ　ＢＵＲＳＴ　ＵＰ,0,0,0,0,0,1000,1000
p9605,パチスロひぐらしのなく頃に祭２　カケラ遊び編,0,0,0,0,0,1000,1000
p9524,来雷エイサーＥＸ‐３０,0,0,0,0,0,1000,
p9458,パチスロかまいたちの夜,0,0,0,0,0,1000,1000
p9414,パチスロ東京レイヴンズ,0,0,0,0,0,1000,1000
p9266,パチスロひぐらしのなく頃に祭２,0,0,0,0,0,1000,1000
p9660,Ｓ黄門ちゃま喝２,0,0,0,0,0,1000,1000
p9557,Ｓルパン三世,0,0,0,0,0,1000,1000
p9479,パチスロ戦国乙女　暁の関ヶ原‐ＤＡＲＫＮＥＳＳ‐,0,0,0,0,0,1000,1000
p9428,パチスロ麻雀物語４,0,0,0,0,0,1000,1000
p9319,パチスロラブ嬢２プラス,0,0,0,0,0,1000,1000
p9318,パチスロ青の祓魔師,0,0,0,0,0,1000,1000
p9446,ファンキージャグラー２,0,0,0,0,0,1000,1000
p9381,ノーゲーム・ノーライフ　ＴＨＥ　ＳＬＯＴ,0,0,0,0,0,1000,1000
p9693,パチスロハードボイルド,0,0,0,0,0,1000,11380
p9670,パチスロペルソナ５,0,0,0,0,0,1000,1000
p9640,パチスロ甲鉄城のカバネリ,0,0,0,0,0,1000,1000
p9615,ぱちすろ　けものフレンズ,0,0,0,0,0,1000,1000
p9594,パチスロこの素晴らしい世界に祝福を！,0,0,0,0,0,1000,1000
p9571,パチスロ蒼天の拳４,0,0,0,0,0,1000,1000
p9555,パチスロドリフターズ,0,0,0,0,0,1000,1000
p9528,パチスロアラジンＡクラシック,0,0,0,0,0,1000,1000
p9529,パチスロディスクアップ２,0,0,0,0,0,1000,1000
p9476,パチスロＡＮＥＭＯＮＥ　交響詩篇エウレカセブン　ＨＩ‐ＥＶＯＬＵＴＩＯＮ,0,0,0,0,0,1000,1000
p9443,パチスロツインエンジェル　ＰＡＲＴＹ,0,0,0,0,0,1000,1000
p9433,パチスロ楽園追放,0,0,0,0,0,1000,1000
p9409,パチスロコードギアス　反逆のルルーシュ３,0,0,0,0,0,1000,1000
p9372,パチスロガメラ,0,0,0,0,0,1000,1000
p9300,パチスロ北斗の拳　宿命,0,0,0,0,0,1000,1000
p9271,パチスロ頭文字Ｄ,0,0,0,0,0,1000,1000
p9643,パチスロ　アクエリオン　ＡＬＬ　ＳＴＡＲＳ,0,0,0,0,0,1000,1000
p9520,パチスロ戦姫絶唱シンフォギア　勇気の歌,0,0,0,0,0,1000,1000
p9369,パチスロ　マクロスデルタ,0,0,0,0,0,1000,1000
p9697,Ｓ笑ゥせぇるすまん４,0,0,0,0,0,1000,2666
p9523,Ｓ聖闘士星矢　冥王復活,0,0,0,0,0,1000,1000
p9276,Ｓ　Ｌｕｃｋｙ海物語,0,0,0,0,0,1000,1000
p9621,Ｓ２０２７ＤＢ,0,0,0,0,0,1000,1000
p9429,Ｓ　うしおととら　雷槍一閃,0,0,0,0,0,1000,1000
p9690,ＣＲＥＡ　Ｎｅｗクレアの秘宝伝,0,0,0,0,0,1000,1000
p9316,政宗３,0,0,0,0,0,1000,1000
p9530,パチスロ春一番,0,0,0,0,0,1000,1000
p9677,チバリヨ‐２５,0,0,0,0,0,1000,1000
p9585,十字架５,0,0,0,0,0,1000,1000
p9513,シンデレラブレイド４,0,0,0,0,0,1000,1000
p9442,パチスロ　ロリクラ☆ほーるど！,0,0,0,0,0,1000,1000
p9392,チバリヨ‐３０,0,0,0,0,0,1000,1000
p9290,パチスロ　フレームアームズ・ガール,0,0,0,0,0,1000,1000
p9212,ハイパーブラックジャック,0,0,0,0,0,1000,1000
p6460,キングハナハナ‐３０,0,0,0,0,0,1000,1000
p9617,スーパーハナハナ２‐３０,0,0,0,0,0,1000,1000
p9501,ハナハナホウオウ～天翔～,0,0,0,0,0,1000,1000
p7687,沖縄フェスティバル‐３０,0,0,0,0,0,1000,1000
p9502,ハナハナホウオウ～天翔～‐３０,0,0,0,0,0,1000,1000
p9339,スーパーハナハナ,0,0,0,0,0,1000,1000
p9267,ニューハナハナゴールド‐３０,0,0,0,0,0,1000,
p9486,沖ワニマル‐３０,0,0,0,0,0,1000,1000
p9485,沖ワニマル‐２５,0,0,0,0,0,1000,1000
p9542,新世紀エヴァンゲリオン　～魂の共鳴～,0,0,0,0,0,1000,1000
p9325,パチスロ　アイドルマスター　ミリオンライブ！,0,0,0,0,0,1000,1000
p9202,シャア専用パチスロ　逆襲の赤い彗星,0,0,0,0,0,1000,1000
p9668,パチスロ　ＦＡＩＲＹ　ＴＡＩＬ２,0,0,0,0,0,1000,1000
p9515,パチスロ　リング　運命の秒刻,0,0,0,0,0,1000,1000
p9628,Ｓキャッツ・アイ,0,0,0,0,0,1000,1000
p9497,主役は銭形３,0,0,0,0,0,1000,1000
p9388,パチスロガールズ＆パンツァー　劇場版,0,0,0,0,0,1000,1000
p9364,鬼浜爆走紅蓮隊　狂闘旅情編,0,0,0,0,0,1000,1000
p9320,ワンチャンス　１０００,0,0,0,0,0,1000,1000
p9630,シリウス,0,0,0,0,0,1000,1000
p9346,デジスロ,0,0,0,0,0,1000,1000
p9349,豪炎高校應援團　檄,0,0,0,0,0,1000,1000
p9331,ニューパルサーＳＰＩＩＩ,0,0,0,0,0,1000,1000
p9347,パチスロＡｎｇｅｌ　Ｂｅａｔｓ！,0,0,0,0,0,1000,1000
p9332,絶対衝激ＩＩＩ,0,0,0,0,0,1000,1000
p9226,ＰＡＣＨＩＳＬＯＴ　リングにかけろ１　ワールドチャンピオンカーニバル編,0,0,0,0,0,1000,1000
p9658,パチスロ　新鬼武者２,0,0,0,0,0,1000,1000
p9516,パチスロモンスターハンター：ワールドＴＭ　黄金狩猟,0,0,0,0,0,1000,1000
p9376,パチスロ　百花繚乱　サムライガールズ,0,0,0,0,0,1000,1000
p9255,パチスロ　モンスターハンター：ワールドＴＭ,0,0,0,0,0,1000,1000
p9675,パチスロＢＯＯＷＹ,0,0,0,0,0,1000,1000
p9561,ぱちスロ　ギャグダー,0,0,0,0,0,1000,1000
p9382,ぱちスロ　沖ハナ‐３０,0,0,0,0,0,1000,1000
p9258,アカメが斬る！,0,0,0,0,0,1000,1000
p9284,パチスロ花の慶次～武威,0,0,0,0,0,1000,1000
p9568,パチスロ言い訳はさせないわよ　ｂｙ　激壇蜜,0,0,0,0,0,1000,1000
p9669,ボンバーガール,0,0,0,0,0,1000,1000
p9526,ハイスクールＤ×Ｄ２　ハーレム王に俺はなる,0,0,0,0,0,1000,1000
p9438,マジカルハロウィン～Ｔｒｉｃｋ　ｏｒ　Ｔｒｅａｔ！～,0,0,0,0,0,1000,1000
p9405,ＧＩ優駿倶楽部３,0,0,0,0,0,1000,1000
p9281,麻雀格闘倶楽部　真,0,0,0,0,0,1000,1000
p9246,～ガールズケイリン～ＧＩフェアリーグランプリ,0,0,0,0,0,1000,1000
p9539,押忍！番長ＺＥＲＯ,0,0,0,0,0,1000,1000
p9426,もっと！クレアの秘宝伝　女神の歌声と太陽の子供達,0,0,0,0,0,1000,1000
p9682,Ｓアバサー,0,0,0,0,0,1000,1000
p9522,パチスロうまい棒,0,0,0,0,0,1000,1000
p9379,パチスロ鉄拳４デビルＶｅｒ．,0,0,0,0,0,1000,1000
p9289,パチスロ　ゴッドイーター　ジ・アニメーション,0,0,0,0,0,1000,1000
p9251,パチスロ学園黙示録ハイスクール・オブ・ザ・デッド　ゴールド,0,0,0,0,0,1000,1000
p9352,パチスロ　Ｗａｋｅ　Ｕｐ，　Ｇｉｒｌｓ！Ｓｅｖｅｎ　Ｍｅｍｏｒｉｅｓ,0,0,0,0,0,1000,1000
p9603,Ｓスーパー海物語　ＩＮ　ＪＡＰＡＮ祭,0,0,0,0,0,1000,1000
p9230,Ｓ笑ゥせぇるすまん絶笑,0,0,0,0,0,1000,1000
p9691,パチスロ　バイオハザード　ＲＥ：２,0,0,0,0,0,1000,5458
p9564,パチスロ　デビル　メイ　クライ　５,0,0,0,0,0,1000,1000
p9303,パチスロ　バイオハザード７　レジデント　イービル,0,0,0,0,0,1000,1000
p9680,スーパーリオエース,0,0,0,0,0,1000,1000
p9632,パチスロ　ピンクパンサーＳＰ,0,0,0,0,0,1000,1000
p9599,パチスロ　ゼーガペイン２,0,0,0,0,0,1000,1000
