機種ID,メーカーID,メーカー名,パチンコ/スロット区分,PW機種コード,機種名,機種名カナ,検索用機種名カナ,機種グループ,機種ジャンル,販売年月日,予定販売台数,機種URL,MAX設置台数,MAX設置台数記録日,MAX設置店舗数,MAX設置店舗数記録日,備考,登録日時,更新日時,機種タイプ,確変タイプ,確率タイプ,大当り確率,高確率時確率,確変突入率,確変継続率,確変継続率タイプ,潜伏確変有無,賞球数,カウント数,ラウンド数,コインサイズ,機種タイプ,ARTタイプ,1G純増枚数,1G純増枚数タイプ,テーブル管理有無,天井ゲーム数,ボーナス獲得枚数,ART獲得枚数,ボーナス・ART確率,出玉率,型式名,検定日(東京),検定番号,PB機,管理遊技機,機種区分,設定,遊タイム,ラッキートリガー,デカヘソ,PB機,高射幸性機,メダルレス,規則区分,ボーナストリガー,みなし機,メーカーグループID,メーカーグループ名,公示日東京都検定,P区分,S区分,コード
204375,121,JFJ,1,p9475,ＰＡ遠山の金さん２　遠山桜と華の密偵　ごらくバージョン「ＰＢ機」,トオヤマノキンサン２トオヤマザクラトハナノミッテイゴラクバージョン,トオヤマノキンサン２トオヤマザクラトハナノミッテイゴラクバージョン,9999,1,20210920,,,1220,2021/10/27 0:00,446,2021/10/27 0:00,,2021/9/14 22:19,2021/9/14 22:19,1,2,8,99.9,19.9,100,,8,2,1&5&13,7,4or6or10,,,,,,,,,,,,ＰＡ　遠山の金さん２　遠山桜と華の密偵Ｊ　ＧＯ２,20210719,1P0543,●,,P機,あり,,,,,,,,,,44,藤商事,2021/7/19,F,,9475
204379,24,サミー,1,p9477,デジハネＰ〈物語〉シリーズ　セカンドシーズン,デジハネモノガタリシリーズセカンドシーズン,デジハネモノガタリシリーズセカンドシーズン,9999,1,20211107,,,3029,2022/3/2 0:00,2126,2023/1/11 0:00,,2021/9/14 22:38,2021/9/14 22:38,1,1,8,99.9,,,,8,2,1&2&4&10&15,10,3or5or10,,,,,,,,,,,,Ｐデジハネ物語セカンドシーズンＧＳＡ,20210614,1P0327,,,P機,,あり,,,,,,,,,16,サミー,2021/6/14,F,,9477
204376,5,アムテックス,1,p9478,Ｐピンク・レディー　甘デジ,ピンクレディーアマデジ,ピンクレディーアマデジ,9999,1,20211107,,,466,2022/2/2 0:00,382,2022/2/2 0:00,,2021/9/14 22:22,2021/9/14 22:22,1,2,8,99.9,30.1,100,67,5,2,1&2&3&10,10,4or10,,,,,,,,,,,,Ｐピンクレディー９ＹＵ１,20210921,110003,,,P機,,,,,,,,,,,45,平和,2021/9/21,F,,9478
204380,5,アムテックス,1,p9480,Ｐバキ３１９ｖｅｒ．,バキ３１９バージョン,バキ３１９バージョン,9999,1,20211107,,,3981,2023/1/11 0:00,2025,2023/8/2 0:00,,2021/9/14 22:41,2021/9/14 22:41,3,1,3,319.6,3.2,51.2,85,3,2,1&7&15,10,2or3or9or10,,,,,,,,,,,,Ｐバキ３１９Ｈ１ＹＺ２,20210921,1P0341,,,P機,,,,,,,,,,,45,平和,2021/9/21,F,,9480
204381,5,アムテックス,1,p9481,Ｐバキ１９９ｖｅｒ．,バキ１９９バージョン,バキ１９９バージョン,9999,1,20211107,,,549,2022/6/1 0:00,380,2023/8/2 0:00,,2021/9/14 22:44,2021/9/14 22:44,3,1,6,199.8,2.7,50.6,89.5,3,2,1&7&15,8or10,2or4or5or6or9or10,,,,,,,,,,,,Ｐバキ１９９Ｈ１ＹＺ２,20210921,1P0643,,,P機,,,,,,,,,,,45,平和,2021/9/21,F,,9481
204377,17,オッケー,1,p9482,ぱちんこ　ウルトラ６兄弟　Ｌｉｇｈｔ　Ｖｅｒｓｉｏｎ,パチンコウルトラ６キョウダイライトバージョン,パチンコウルトラ６キョウダイライトバージョン,9999,1,20211003,,,4644,2021/11/3 0:00,3229,2022/2/23 0:00,,2021/9/14 22:27,2021/9/14 22:27,1,2,8,99.9,22.3,,90,2,2,3&1&2&3&4&1&7,10,3or6or10,,,,,,,,,,,,ＰＡぱちんこウルトラ６兄弟Ａ５,20210112,0P0852,,,P機,,あり,,,,,,,,,34,京楽,2021/1/12,F,,9482
204378,118,コナミアミューズメント,1,p9483,ＰＡぱちんこ戦国コレクション小悪魔９９,パチンコセンゴクコレクションコアクマ９９,パチンコセンゴクコレクションコアクマ９９,9999,1,20211121,,,778,2023/1/11 0:00,697,2023/1/11 0:00,,2021/9/14 22:33,2021/9/14 22:33,1,2,8,99.9,29.5,52,87,3,2,1&2&4&6&9,9,3or10,,,,,,,,,,,,ＰＡ戦国コレクションＡＮ,20211004,1P0541,,,P機,,あり,,,,,,,,,15,コナミ,2021/10/4,F,,9483
204387,48,西陣,1,p9487,Ｐ織田信奈の野望　全国版ＧＣ２５０Ａａ,オダノブナノヤボウゼンコクバン２５０,オダノブナノヤボウゼンコクバン２５０,9999,1,20211121,,,850,2022/6/29 0:00,763,2024/1/3 0:00,,2021/9/28 13:20,2021/9/28 13:20,3,1,8,99.9,43.17,100,72,4,2,1&1&3&6&1&9,10,4or10,,,,,,,,,,,,Ｐ織田信奈の野望　全国版ＧＣ２５０Ａａ,20210921,1P0179,,,P機,,あり,,,,,,,,,40,西陣,2021/9/21,F,,9487
204388,49,ニューギン,1,p9488,Ｐ００９　ＲＥ：ＣＹＢＯＲＧ　ＡＣＣＥＬＥＲＡＴＯＲ　ＥＤＩＴＩＯＮ,ゼロゼロナインリサイボーグアクセレーターエディション,ゼロゼロナインリサイボーグアクセレーターエディション,9999,1,20211107,,,5004,2022/4/27 0:00,2565,2022/9/21 0:00,,2021/9/28 13:25,2021/9/28 13:25,1,2,6,199.8,43.74,41,90,2,2,1&5&14,10,2or3or4or5or6or7or8or9or10,,,,,,,,,,,,Ｐ００９　ＲＥ：ＣＹＢＯＲＧ　Ｍ４－Ｋ,20210719,110016,,,P機,,,,,,,,,,,22,ニューギン,2021/7/19,F,,9488
204389,49,ニューギン,1,p9489,Ｐ真・花の慶次２　漆黒の衝撃　ＥＸＴＲＡ　ＲＵＳＨ,シンハナノケイジ２シッコクノショウゲキエクストララッシュ,シンハナノケイジ２シッコクノショウゲキエクストララッシュ,9999,1,20211205,,,21844,2022/1/5 0:00,5776,2022/9/21 0:00,,2021/10/5 19:38,2021/10/5 19:38,1,4,6,199.8,100.2,37,81,3,2,1&5&15,10,3or10,,,,,,,,,,,,Ｐ真・花の慶次２Ｍ３－ＶＣ,20210830,1P0681,,,P機,,,,,,,,,,,22,ニューギン,2021/8/30,F,,9489
204390,27,ジェイビー,1,p9490,Ｐ　Ｊ‐ＲＵＳＨ５　ＨＳＪ,ジェイラッシュ５,ジェイラッシュ５,9999,1,20211121,,,3154,2021/12/8 0:00,1001,2022/7/6 0:00,,2021/10/5 19:44,2021/10/5 19:51,1,1,4,288.7,35.7,72,,8,2,3&1&2&4&3&14,1or9,2or3or10,,,,,,,,,,,,ＰＪ－ＲＵＳＨ　ＨＳＪ－Ｓ,20211025,1P1010,,,P機,,,,,,,,,,,6,ＳＡＮＫＹＯ,2021/10/25,F,,9490
204391,27,ジェイビー,1,p9491,Ｐ　Ｊ‐ＲＵＳＨ５　ＲＳＪ,ジェイラッシュ５,ジェイラッシュ５,9999,1,20211121,,,3037,2022/7/20 0:00,1187,2022/4/27 0:00,,2021/10/5 19:47,2021/10/5 19:47,1,1,6,199.8,30.6,72,,8,2,3&1&2&4&3&13,1or9,2or3or10,,,,,,,,,,,,ＰＪ－ＲＵＳＨ　ＲＳＪ－Ｓ,20210921,1P0723,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/9/21,F,,9491
204393,26,三洋,1,p9493,ＰＡ海物語３Ｒ２スペシャル,ウミモノガタリ３アール２スペシャル,ウミモノガタリ３アール２スペシャル,9999,1,20220110,,,17145,2022/2/23 0:00,3766,2022/9/21 0:00,,2021/10/12 17:28,2021/10/12 17:28,1,1,8,99.9,9.9,75,80.4,3,2,3&2&12&1&4,6,4or10,,,,,,,,,,,,ＰＡ海物語３Ｒ２スペシャルＭＢＡ,20211004,1P0830,,,P機,,,,,,,,,,,36,三洋,2021/10/4,F,,9493
204394,61,平和,1,p9498,Ｐガールズ＆パンツァー劇場版　甘デジ,ガールズアンドパンツァーゲキジョウバンアマデジ,ガールズアンドパンツァーゲキジョウバンアマデジ,9999,1,20211205,,,1587,2022/2/16 0:00,1225,2022/9/21 0:00,,2021/10/12 17:31,2021/10/12 17:31,3,1,8,89,7.7,51,78,4,2,1&8&6,10,4or6or7or8or9or10,,,,,,,,,,,,Ｐガールズ＆パンツァー２８ＹＱ１Ｙ,20211004,1P0225,,,P機,,あり,,,,,,,,,45,平和,2021/10/4,F,,9498
204395,49,ニューギン,1,p9499,ＰＡ野生の王国ＧＯ　９９ｖｅｒ．,ヤセイノオウコクゴー９９バージョン,ヤセイノオウコクゴー９９バージョン,9999,1,20211205,,,5009,2024/1/24 0:00,3210,2022/9/21 0:00,,2021/10/12 17:36,2021/10/12 17:36,1,2,8,99.9,14.68,100,,8,2,2&1&5&12,8,4or5or10,,,,,,,,,,,,ＰＡ野生の王国５　Ｎ－Ｋ,20211004,1P0836,,,P機,,,,,,,,,,,22,ニューギン,2021/10/4,F,,9499
204396,64,マルホン,1,p9500,Ｐ沖７し～さ～ば～じょん,オキ７シーサーバージョン,オキ７シーサーバージョン,9999,1,20211219,,,194,2022/1/5 0:00,106,2022/1/19 0:00,,2021/10/12 17:40,2021/10/12 17:40,1,2,6,150,41.21,80,,8,2,1&1&3&7&15,8,3or10,,,,,,,,,,,,Ｐ沖シーサーｖｅｒ．,20211018,1P0862,,,P機,あり,,,,,,,,,,29,マルホン,2021/10/18,F,,9500
204403,48,西陣,1,p9504,Ｐ春一番～恋絵巻～　甘デジ,ハルイチバンコイエマキアマデジ,ハルイチバンコイエマキアマデジ,9999,1,20211219,,,928,2022/3/2 0:00,730,2022/3/2 0:00,,2021/10/19 13:16,2021/10/19 13:16,1,2,8,89.9,67.98,100,,8,2,2&3&1&3&2&4&10,10,2or4or10,,,,,,,,,,,,Ｐ春一番～恋絵巻～ＧＣ２５０ＸＡ,20210921,0P1090,,,P機,,あり,,,,,,,,,40,西陣,2021/9/21,F,,9504
204404,40,竹屋,1,p9505,Ｐミニミニモンスター　ドラムｖｅｒ,ミニミニモンスタードラムバージョン,ミニミニモンスタードラムバージョン,9999,1,20211121,,,279,2022/2/16 0:00,250,2022/7/20 0:00,,2021/10/19 13:20,2021/10/19 13:20,1,2,7,125.55,14.23,62.5,,8,2,1&2&3&7&1&10,10,4or10,,,,,,,,,,,,Ｐミニミニモンスタードラムａｋｚ,20210921,1P0637,,,P機,,,,,,,,,,,43,竹屋,2021/9/21,F,,9505
204405,21,京楽,1,p9506,ぱちんこ　乃木坂４６,パチンコノギザカ４６,パチンコノギザカ４６,9999,1,20211121,,,16026,2022/1/5 0:00,4307,2022/1/26 0:00,,2021/10/19 13:26,2021/10/19 13:26,3,1,5,229.9,3.7,56,84,3,2,3&1&1&1&4&6&12&15,10,2or10,,,,,,,,,,,,Ｐぱちんこ乃木坂４６ＫＪ２,20211108,110059,,,P機,,あり,,,,,,,,,34,京楽,2021/11/8,F,,9506
204406,66,メーシー,1,p9507,Ｐデビルメイクライ４　クレイジーバトル,デビルメイクライ４クレイジーバトル,デビルメイクライ４クレイジーバトル,9999,1,20211205,,,5502,2022/1/12 0:00,2682,2022/1/12 0:00,,2021/10/19 13:30,2021/10/19 13:30,3,1,3,319.68,1.39,73,72,4,2,3&1&7&7&3&2&10,10,3or5or10,,,,,,,,,,,,Ｐデビルメイクライフォー２ＭＤ,20211025,1P0925,,,P機,,,,,,,,,,,30,ユニバーサル,2021/10/25,F,,9507
204408,24,サミー,1,p9508,Ｐ北斗の拳９　闘神,ホクトノケン９トウシン,ホクトノケン９トウシン,9999,1,20211205,,,30097,2022/1/12 0:00,5780,2022/9/21 0:00,,2021/10/26 14:25,2021/10/26 14:25,3,1,3,319.7,29.5,66,81,3,2,1&4&7&15,10,3or10,,,,,,,,,,,,Ｐ北斗の拳９闘神ＧＦＧ,20211004,1P0872,,,P機,,,,,,,,,,,16,サミー,2021/10/4,F,,9508
204409,56,ビスティ,1,p9509,新世紀エヴァンゲリオン～未来への咆哮～,シンセイキエヴァンゲリオンミライヘノホウコウ,シンセイキエヴァンゲリオンミライヘノホウコウ,9999,1,20211219,,,82203,2023/11/1 0:00,5661,2025/5/21 0:00,,2021/10/26 14:29,2021/10/26 14:29,1,2,3,319.7,99.4,70,81,3,2,1&1&5&15,10,3or10,,,,,,,,,,,,Ｐ新世紀エヴァンゲリオン１５　未来への咆哮,20210830,1P0653,,,P機,,,,,,,,,,,6,ＳＡＮＫＹＯ,2021/8/30,F,,9509
204410,38,高尾,1,p9510,Ｐカイジ鉄骨渡り　勝負編７０００,カイジテッコツワタリショウブヘン７０００,カイジテッコツワタリショウブヘン７０００,9999,1,20211107,,,1420,2022/6/29 0:00,1142,2022/11/30 0:00,,2021/10/26 14:34,2021/10/26 14:34,3,1,3,69.9,1,,,8,2,2&1&4&5&1&1&14,10,1or5,,,,,,,,,,,,Ｐカイジ鉄骨渡り勝負編Ｖ１Ｂ,20210524,110009,,,P機,,,,,,,,,,,35,高尾,2021/5/24,F,,9510
204423,38,高尾,1,p9527,Ｐらんま１／２　熱血格闘遊戯　１９９Ｖｅｒ．,ランマニブンノイチネッケツカクトウユウギ１９９バージョン,ランマニブンノイチネッケツカクトウユウギ１９９バージョン,9999,1,20211219,,,1510,2022/3/30 0:00,1026,2022/11/30 0:00,,2021/11/16 17:25,2021/11/16 17:25,3,1,6,199.8,5.56,100,80,3,2,1&1&7&8&1&8&9,10,3or10,,,,,,,,,,,,Ｐらんま１／２Ｖ１Ａ,20211122,1P1133,,,P機,,,,,,,,,,,35,高尾,2021/11/22,F,,9527
204430,49,ニューギン,1,p9532,Ｐ真・花の慶次３,シンハナノケイジ３,シンハナノケイジ３,9999,1,20220123,,,35970,2022/3/2 0:00,5735,2022/9/21 0:00,,2021/11/22 18:28,2021/11/22 18:28,1,2,3,319.68,76.56,67.5,83.3,3,2,2&1&5&15,10,2or6or10,,,,,,,,,,,,Ｐ真・花の慶次３Ｌ１２－Ｋ,20211115,1P1126,,,P機,,,,,,,,,,,22,ニューギン,2021/11/15,F,,9532
204433,79,ＳＡＮＫＹＯ,1,p9533,ＰＦゴルゴ１３Ｌｉｇｈｔ　ｖｅｒ．「２０２２年」,ゴルゴ１３ライトバージョン２０２２ネン,ゴルゴ１３ライトバージョン２０２２ネン,9999,1,20220110,,,2067,2022/8/31 0:00,1713,2022/9/21 0:00,,2021/11/30 22:55,2021/11/30 22:55,3,1,7,128,1.5,50,65,5,2,3&1&4&1&9,10,2or3or10,,,,,,,,,,,,Ｐフィーバーゴルゴ１３－２Ｙ,20210329,0P1343,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/3/29,F,,9533
204434,25,サンセイＲ＆Ｄ,1,p9534,Ｐキャプテン翼若林ｖｅｒ．,キャプテンツバサワカバヤシバージョン,キャプテンツバサワカバヤシバージョン,9999,1,20211219,,,1896,2022/1/12 0:00,1313,2022/1/12 0:00,,2021/11/30 23:00,2021/11/30 23:00,3,1,3,319.68,,60.16,94,2,2,3&1&4&10,10,3or5or10,,,,,,,,,,,,Ｐキャプテン翼若林ＶｅｒＲＶＹ３,20211004,1P0516,,,P機,,あり,,,,,,,,,17,サンセイＲ＆Ｄ,2021/10/4,F,,9534
204435,25,サンセイＲ＆Ｄ,1,p9535,Ｐ牙狼月虹ノ旅人絆　ＧＩＧＡ　ＧＨＯＳＴ　Ｖｅｒ．,ガロゲッコウノタビビトキズナギガゴーストバージョン,ガロゲッコウノタビビトキズナギガゴーストバージョン,9999,1,20220123,,,27354,2022/2/9 0:00,4558,2022/9/21 0:00,,2021/11/30 23:03,2021/11/30 23:03,3,1,3,319.68,,53.1,81,3,2,3&1&5&15,10,3or6or10,,,,,,,,,,,,Ｐ牙狼月虹ノ旅人絆ＸＸ－ＮＨ,20211004,1P0856,,,P機,,,,,,,,,,,17,サンセイＲ＆Ｄ,2021/10/4,F,,9535
204436,115,A-gon,1,p9536,Ｐ　ＧＯＧＯピラミッド危機一発４５００,ゴーゴーピラミツドキキイッパツ４５００,ゴーゴーピラミツドキキイッパツ４５００,9999,1,20220123,,,89,2022/2/23 0:00,61,2022/7/6 0:00,,2021/11/30 23:06,2021/11/30 23:06,4,5,10,,,,,8,2,4&7&8&9&15,,,,,,,,,,,,,,Ｐ　ＧＯＧＯピラミッド危機一発４５００,20211115,0P1486,,,P機,,,,,,,,,,,1,A-gon,2021/11/15,F,,9536
204437,34,大都技研,1,p9537,Ｐ　Ｒｅ：ゼロから始める異世界生活　鬼がかりｖｅｒ．,リゼロカラハジメルイセカイセイカツオニガカリバージョン,リゼロカラハジメルイセカイセイカツオニガカリバージョン,9999,1,20220110,,,27553,2023/8/23 0:00,4758,2025/5/21 0:00,,2021/11/30 23:10,2021/11/30 23:10,3,2,3,319.6,99.9,55,77,4,2,,,,,,,,,,,,,,,Ｐ　Ｒｅ：ゼロから始める異世界生活　鬼がかりｖｅｒ．Ｍ０８,20211115,1P0774,,,P機,,,,,,,,,,,42,大都,2021/11/15,F,,9537
204438,61,平和,1,p9538,Ｐルパン三世　２０００カラットの涙,ルパンサンセイ２０００カラットノナミダ,ルパンサンセイ２０００カラットノナミダ,9999,1,20220206,,,21793,2022/5/11 0:00,5026,2022/9/21 0:00,,2021/11/30 23:14,2021/11/30 23:14,3,1,3,319.6,39.6,50,81,3,2,1&3&4&15,10,3or10,,,,,,,,,,,,Ｐルパン三世１２Ｈ１ＡＺ２,20211206,1P1152,,,P機,,,,,,,,,,,45,平和,2021/12/6,F,,9538
204440,44,豊丸,1,p9540,Ｐｙｅｓ！高須クリニック～超整形ＢＬＡＣＫ～,イエスタカスクリニックチョウセイケイブラック,イエスタカスクリニックチョウセイケイブラック,9999,1,20220206,,,6059,2022/6/1 0:00,3273,2022/9/21 0:00,,2021/12/7 17:19,2021/12/7 17:19,4,1,10,36.9,2.05,100,93.1,2,2,1&3&4&15,,3or9,,,,,,,,,,,,Ｐｙｅｓ！高須クリニックＣＳ２,20211213,1P1253,,,P機,,,,,,,,,,,46,豊丸,2021/12/13,F,,9540
204441,24,サミー,1,p9541,Ｐ真・北斗無双　Ｒｅ：３１９ｖｅｒ．,シンホクトムソウリ３１９バージョン,シンホクトムソウリ３１９バージョン,9999,1,20220130,,,16448,2022/3/2 0:00,4166,2023/8/23 0:00,,2021/12/7 17:24,2021/12/7 17:24,1,2,3,319.7,71.1,50,84,3,2,1&2&5&15,10,3or6or10,,,,,,,,,,,,Ｐ真北斗無双ＦＷＱＧ,20211213,1P1264,,,P機,,,,,,,,,,,16,サミー,2021/12/13,F,,9541
204442,79,ＳＡＮＫＹＯ,1,p9543,ＰＦ革命機ヴァルヴレイヴ２カミツキｖｅｒ．,カクメイキヴァルヴレイヴ２カミツキバージョン,カクメイキヴァルヴレイヴ２カミツキバージョン,9999,1,20220220,,,5685,2022/3/30 0:00,2707,2022/7/6 0:00,,2021/12/14 17:08,2021/12/14 17:08,3,1,6,199.8,16.1,51.8,74,4,2,1&5&10,10,2or3or10,,,,,,,,,,,,Ｐフィーバー革命機ヴァルヴレイヴ２Ｈ,20211213,1P1028,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/12/13,F,,9543
204443,79,ＳＡＮＫＹＯ,1,p9544,ＰＦ革命機ヴァルヴレイヴ２Ｌｉｇｈｔｖｅｒ．,カクメイキヴァルヴレイヴ２ライトバージョン,カクメイキヴァルヴレイヴ２ライトバージョン,9999,1,20220220,,,3358,2022/11/30 0:00,2574,2023/1/11 0:00,,2021/12/14 17:15,2021/12/14 17:15,1,2,8,77.7,66.6,28.5,83,1,1,1&7&10,10,2or3or4or7or10,,,,,,,,,,,,Ｐフィーバー革命機ヴァルヴレイヴ２Ｆ,20211213,0P1635,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/12/13,F,,9544
204444,48,西陣,1,p9546,Ｐ刀使ノ巫女,トジノミコ,トジノミコ,9999,1,20220206,,,2537,2022/2/23 0:00,1508,2022/6/29 0:00,,2021/12/14 17:19,2021/12/14 17:19,3,1,6,199.8,12.5,55,83,3,2,1&1&6&1&11,10,3or10,,,,,,,,,,,,Ｐ刀使ノ巫女ＭＨａ,20211115,1P1054,,,P機,,あり,,,,,,,,,40,西陣,2021/11/15,F,,9546
204445,33,大一,1,p9548,Ｐひぐらしのなく頃に～彩～,ヒグラシノナクコロニサイ,ヒグラシノナクコロニサイ,9999,1,20220206,,,7424,2022/3/2 0:00,2844,2022/7/20 0:00,,2021/12/14 18:27,2021/12/14 18:27,3,1,3,319.7,10.17,100,82,3,2,1&4&15,10,3or5or9,,,,,,,,,,,,Ｐひぐらしのなく頃に～彩～ＦＭ－Ｎ,20211220,110105,,,P機,,,,,,,,,,,41,大一,2021/12/20,F,,9548
204449,80,ＳａｎＴｈｒｅｅ,1,p9549,ＰＡギンギラパラダイス　夢幻カーニバル　強９９ｖｅｒ．,ギンギラパラダイスムゲンカーニバルキョウ９９バージョン,ギンギラパラダイスムゲンカーニバルキョウ９９バージョン,9999,1,20220206,,,6071,2022/4/27 0:00,2986,2022/9/21 0:00,,2021/12/21 19:47,2021/12/21 19:47,3,1,8,99.9,37.9,41,77,4,2,1&2&3&9,10,5or7or10,,,,,,,,,,,,ＰＡギンパラ夢幻カーニバルＨＢＡ,20211213,1P1000,,,P機,,あり,,,,,,,,,36,三洋,2021/12/13,F,,9549
204450,38,高尾,1,p9550,Ｐ　ＤＤ北斗の拳２　ついでに愛をとりもどせ！！　ケンシロウ９９　トキＶｅｒ．,ディーディーホクトノケン２ツイデニアイヲトリモドセケンシロウ９９トキバージョン,ディーディーホクトノケン２ツイデニアイヲトリモドセケンシロウ９９トキバージョン,9999,1,20220123,,,614,2022/4/27 0:00,544,2022/9/21 0:00,,2021/12/21 19:53,2021/12/21 19:53,1,2,8,99.9,36,63.4,83.3,3,2,2&1&2&4&1&8,8,3or10,,,,,,,,,,,,ＰＤＤ北斗の拳２Ｓ２Ａ,20210524,0P1816,,,P機,,あり,,,,,,,,,35,高尾,2021/5/24,F,,9550
204451,38,高尾,1,p9551,Ｐ　ＤＤ北斗の拳２　ついでに愛をとりもどせ！！　ラオウ９９　アミＶｅｒ．,ディーディーホクトノケン２ツイデニアイヲトリモドセラオウ９９アミバージョン,ディーディーホクトノケン２ツイデニアイヲトリモドセラオウ９９アミバージョン,9999,1,20220123,,,477,2022/7/20 0:00,408,2022/7/20 0:00,,2021/12/21 19:57,2021/12/21 19:57,3,1,8,99.9,1.93,50,94.8,2,2,2&1&4&5&2&4&5,10,3or4or10,,,,,,,,,,,,ＰＤＤ北斗の拳２Ｖ２Ｂ,20211129,1P1281,,,P機,,あり,,,,,,,,,35,高尾,2021/11/29,F,,9551
204452,24,サミー,1,p9552,Ｐ北斗の拳８　究極乱世,ホクトノケン８キュウキョクランセ,ホクトノケン８キュウキョクランセ,9999,1,20220220,,,5188,2022/5/25 0:00,3183,2022/9/21 0:00,,2021/12/21 20:01,2021/12/21 20:01,1,2,8,99.9,35.4,,88,3,2,1&4&10,10,2or3or4or6or10,,,,,,,,,,,,Ｐ北斗の拳８究極乱世ＳＳＦ,20211108,1P1038,,,P機,,あり,,,,,,,,,16,サミー,2021/11/8,F,,9552
204453,60,藤商事,1,p9553,Ｐとある科学の超電磁砲,トアルカガクノレールガン,トアルカガクノレールガン,9999,1,20220123,,,23474,2022/2/9 0:00,5251,2024/1/3 0:00,,2021/12/21 20:05,2021/12/21 20:05,3,1,5,239.2,68.2,50,80,3,2,3&1&5&15,,,,,,,,,,,,,,Ｐとある科学の超電磁砲ＦＳＢ,20211025,1P0983,,,P機,,,,,,,,,,,44,藤商事,2021/10/25,F,,9553
204454,49,ニューギン,1,p9554,ＰＡガールフレンド（仮）　９９ｖｅｒ．,ガールフレンドカリ９９バージョン,ガールフレンドカリ９９バージョン,9999,1,20220206,,,1083,2022/8/31 0:00,988,2022/9/21 0:00,,2021/12/27 16:35,2021/12/27 16:35,1,2,8,99.9,57.84,53,72,4,2,1&4&6&9,10,4or10,,,,,,,,,,,,ＰＡガールフレンド（仮）Ｎ－Ｋ　ＹＴ２９９,20210830,110034,,,P機,,あり,,,,,,,,,22,ニューギン,2021/8/30,F,,9554
204457,61,平和,1,p9558,Ｐ新鬼武者　ＤＡＷＮ　ＯＦ　ＤＲＥＡＭＳ　甘デジ,シンオニムシャダウンオブドリームズアマデジ,シンオニムシャダウンオブドリームズアマデジ,9999,1,20220306,,,1380,2022/6/29 0:00,1163,2023/11/15 0:00,,2022/1/11 15:08,2022/1/11 15:08,1,2,8,99.9,22.6,41,90,2,2,1&8&10,10,2or3or10,,,,,,,,,,,,Ｐ新鬼武者９ＹＵ１,20211206,110057,,,P機,,,,,,,,,,,45,平和,2021/12/6,F,,9558
204458,48,西陣,1,p9559,Ｐおばけらんど２０２２,オバケランド２０２２,オバケランド２０２２,9999,1,20220220,,,851,2022/4/27 0:00,702,2022/5/11 0:00,,2022/1/11 15:13,2022/1/11 15:13,1,1,8,99.9,14.9,66,77,4,2,1&2&5&6&8,10,2or5or10,,,,,,,,,,,,Ｐおばけらんど２０２２ＧＣＣ,20220117,110106,,,P機,,あり,,,,,,,,,40,西陣,2022/1/17,F,,9559
204461,26,三洋,1,p9562,Ｐストライクウィッチーズ２,ストライクウィッチーズ２,ストライクウィッチーズ２,9999,1,20220306,,,7725,2022/3/30 0:00,3509,2022/7/27 0:00,,2022/1/18 12:43,2022/1/18 12:43,3,1,5,229.1,6.5,58,90,2,2,3&1&11&1&4,10,3or10,,,,,,,,,,,,Ｐストライクウィッチーズ２ＨＣＬ,20211213,1P1027,,,P機,,,,,,,,,,,36,三洋,2021/12/13,F,,9562
204462,26,三洋,1,p9563,Ｐ大工の源さん　超韋駄天　ＢＬＡＣＫ,ダイクノゲンサンチョウイダテンブラック,ダイクノゲンサンチョウイダテンブラック,9999,1,20220403,,,25698,2022/5/11 0:00,4483,2022/9/21 0:00,,2022/1/18 12:46,2022/1/18 12:46,3,1,3,318.13,2.17,50.2,93,2,2,3&1&3&4&15,10,2or3or10,,,,,,,,,,,,Ｐ大工の源さん超韋駄天ブラックＣＳ,20211213,1P1209,,,P機,,,,,,,,,,,36,三洋,2021/12/13,F,,9563
204463,121,JFJ,1,p9565,Ｐとある魔術の禁書目録　Ｌｉｇｈｔ　ＰＲＥＭＩＵＭ　ｖｅｒ．,トアルマジュツノキンショモクロクライトプレミアムバージョン,トアルマジュツノキンショモクロクライトプレミアムバージョン,9999,1,20220306,,,8112,2023/1/11 0:00,4240,2023/8/2 0:00,,2022/1/18 12:50,2022/1/18 12:50,1,2,7,129.7,49.2,100,70,4,2,3&1&2&5&10,10,3or10,,,,,,,,,,,,Ｐとある魔術の禁書目録　Ｌｉｇｈｔ　ＪＲＢ,20220117,1P1585,,,P機,,あり,,,,,,,,,44,藤商事,2022/1/17,F,,9565
