機種ID,メーカーID,メーカー名,パチンコ/スロット区分,PW機種コード,機種名,機種名カナ,検索用機種名カナ,機種グループ,機種ジャンル,販売年月日,予定販売台数,機種URL,MAX設置台数,MAX設置台数記録日,MAX設置店舗数,MAX設置店舗数記録日,備考,登録日時,更新日時,機種タイプ,確変タイプ,確率タイプ,大当り確率,高確率時確率,確変突入率,確変継続率,確変継続率タイプ,潜伏確変有無,賞球数,カウント数,ラウンド数,コインサイズ,機種タイプ,ARTタイプ,1G純増枚数,1G純増枚数タイプ,テーブル管理有無,天井ゲーム数,ボーナス獲得枚数,ART獲得枚数,ボーナス・ART確率,出玉率,型式名,検定日(東京),検定番号,PB機,管理遊技機,機種区分,設定,遊タイム,ラッキートリガー,デカヘソ,PB機,高射幸性機,メダルレス,規則区分,ボーナストリガー,みなし機,メーカーグループID,メーカーグループ名,公示日東京都検定,P区分,S区分,コード
204309,24,サミー,1,p9410,Ｐ火曜サスペンス劇場　最後の推理,カヨウサスペンスゲキジョウサイゴノスイリ,カヨウサスペンスゲキジョウサイゴノスイリ,9999,1,20210801,,,972,2021/9/1 0:00,697,2022/3/2 0:00,,2021/6/8 18:37,2021/6/8 18:37,1,4,3,319.7,112.2,,80,3,2,1&5&15,10,4or10,,,,,,,,,,,,Ｐ火曜サスペンス劇場３ＧＦＣ,20210607,1P0060,,,P機,,,,,,,,,,,16,サミー,2021/6/7,F,,9410
204310,33,大一,1,p9411,Ｐ中森明菜・歌姫伝説～ＴＨＥ　ＢＥＳＴ　ＬＥＧＥＮＤ～１／９９ｖｅｒ,ナカモリアキナウタヒメデンセツザベストレジェント９９バージョン,ナカモリアキナウタヒメデンセツザベストレジェント９９バージョン,9999,1,20210718,,,4526,2024/1/3 0:00,2727,2024/4/10 0:00,,2021/6/8 18:40,2021/6/8 18:40,1,2,8,99.9,48.2,100,67.4,5,2,2&1&1&3&10,10,2or4or10,,,,,,,,,,,,Ｐ中森明菜・歌姫伝説４ＫＤ－ＴＪ,20210607,1P0191,,,P機,,,,,,,,,,,41,大一,2021/6/7,F,,9411
204311,56,ビスティ,1,p9412,Ｐ宇宙戦艦ヤマト２２０２　愛の戦士たち,ウチュウセンカンヤマト２２０２アイノセンシタチ,ウチュウセンカンヤマト２２０２アイノセンシタチ,9999,1,20210704,,,9311,2021/7/28 0:00,3672,2022/6/29 0:00,,2021/6/8 18:46,2021/6/8 18:46,1,2,3,319.7,64.6,63.5,85,3,2,3&1&5,10,2or10,,,,,,,,,,,,Ｐ宇宙戦艦ヤマト２２０２ｂＳ,20210412,0P1825,,,P機,,,,,,,,,,,6,ＳＡＮＫＹＯ,2021/4/12,F,,9412
204314,61,平和,1,p9415,Ｐ新鬼武者　ＤＡＷＮ　ＯＦ　ＤＲＥＡＭＳ,シンオニムシャダウンオブドリームズ,シンオニムシャダウンオブドリームズ,9999,1,20210801,,,4028,2021/9/1 0:00,1799,2022/7/20 0:00,,2021/6/15 13:47,2021/6/15 13:47,1,1,3,319.6,31.9,50,80,3,2,1&8&15,10,2or10,,,,,,,,,,,,Ｐ新鬼武者Ｈ１ＹＺ３,20210607,1P0233,,,P機,,,,,,,,,,,45,平和,2021/6/7,F,,9415
204315,49,ニューギン,1,p9416,Ｐあぶない刑事,アブナイデカ,アブナイデカ,9999,1,20210801,,,4924,44440,2815,44664,,2021/6/15 13:52,2021/6/15 13:52,1,1,3,319.68,47.94,50,77,4,2,1&4,6,2or4or6,,,,,,,,,,,,Ｐあぶない刑事Ｍ４－Ｚ　ＹＴ９００,20201130,0P1149,,,P機,,,,,,,,,,,22,ニューギン,2020/11/30,F,,9416
204319,33,大一,1,p9417,Ｐひぐらしのなく頃に～囁～,ヒグラシノナクコロニササヤキ,ヒグラシノナクコロニササヤキ,9999,1,20210704,,,1096,44447,836,44594,,2021/6/15 14:14,2021/6/15 14:14,3,1,8,99.9,75.1,,75.5,4,2,1&3&9,10,3or6or9,,,,,,,,,,,,ＰＡひぐらしのなく頃に～囁～ＡＤ－ＦＲ,20210524,1P0098,,,P機,,,,,,,,,,,41,大一,2021/5/24,F,,9417
204320,25,サンセイＲ＆Ｄ,1,p9418,Ｐ世界でいちばん強くなりたい！,セカイデイチバンツヨクナリタイ,セカイデイチバンツヨクナリタイ,9999,1,20210801,,,5080,44426,3019,44650,,2021/6/15 14:18,2021/6/15 14:18,3,1,6,199.8,1.583,50,95,2,2,3&1&5&7,10,3or4or6or9,,,,,,,,,,,,Ｐ世界でいちばん強くなりたいＭＵ,20210621,1P0386,,,P機,,あり,,,,,,,,,17,サンセイＲ＆Ｄ,2021/6/21,F,,9418
204316,26,三洋,1,p9419,Ｐまわるん大海物語４スペシャル　Ｗｉｔｈアグネス・ラム　１１９ｖｅｒ．,マワルンオオウミモノガタリ４スペシャルウィズアグネスラム１１９バージョン,マワルンオオウミモノガタリ４スペシャルウィズアグネスラム１１９バージョン,9999,1,20210801,,,10330,45105,2966,44825,,2021/6/15 13:56,2021/6/15 13:56,1,2,7,119.8,19.5,100,,8,2,1&2&4&13,10,4or6or10,,,,,,,,,,,,Ｐまわるん大海物語４スペシャルＲＢＡ,20210614,110015,,,P機,,あり,,,,,,,,,36,三洋,2021/6/14,F,,9419
204317,26,三洋,1,p9420,ＰＡスーパー海物語　ＩＮ　ＪＡＰＡＮ２　金富士　９９バージョン,スーパーウミモノガタリインジャパン２キンフジ９９バージョン,スーパーウミモノガタリインジャパン２キンフジ９９バージョン,9999,1,20210801,,,5504,44678,2280,45350,,2021/6/15 14:00,2021/6/15 14:00,1,2,8,99.9,43.7,100,,8,2,3&2&12&3,9,3or10,,,,,,,,,,,,ＰＡスーパー海物語ＩＮジャパン２ＲＡ,20210614,0P1310,,,P機,,あり,,,,,,,,,36,三洋,2021/6/14,F,,9420
204318,26,三洋,1,p9421,ＰＡスーパー海物語　ＩＮ　沖縄５　ｗｉｔｈ　アイマリン,スーパーウミモノガタリインオキナワ５ウィズアイマリン,スーパーウミモノガタリインオキナワ５ウィズアイマリン,9999,1,20210905,,,59544,44678,6075,44825,,2021/6/15 14:06,2021/6/15 14:06,1,2,8,99.9,9.9,100,,8,2,3&2&11&4&3,10,5or10,,,,,,,,,,,,ＰＡスーパー海物語ＩＮ沖縄５ＳＢＡ,20210614,1P0211,,,P機,,,,,,,,,,,36,三洋,2021/6/14,F,,9421
204321,60,藤商事,1,p9422,Ｐ真・暴れん坊将軍　双撃ＦＭＧ,シンアバレンボウショウグンソウゲキ,シンアバレンボウショウグンソウゲキ,9999,1,20210801,,,4257,44426,2382,44622,,2021/6/15 14:22,2021/6/15 14:22,3,1,3,319.6,82.9,64,71,4,2,3&1&13,10,5or8,,,,,,,,,,,,Ｐ真・暴れん坊将軍双撃ＦＭＧ,20201214,0P1131,,,P機,,あり,,,,,,,,,44,藤商事,2020/12/14,F,,9422
204324,44,豊丸,1,p9423,ＰＡ　ＳＵＰＥＲ電役ナナシーＳＰＥＣＩＡＬ７７　ごらくバージョン「ＰＢ機」,スーパーデンヤクナナシースペシャル７７ゴラクバージョン,スーパーデンヤクナナシースペシャル７７ゴラクバージョン,9999,1,20210718,,,999,2021/11/17,367,2021/9/29,,2021/6/22,2021/6/22,1,1,8,77.4,58.9,,25.1,7,2,,,,,,,,,,,,,,,ＰＡナナシーＳＰＥＣＩＡＬ　ＧＯ１,20210419,0P1827,●,,P機,,,,,,,,,,,46,豊丸,2021/4/19,F,,9423
204323,79,ＳＡＮＫＹＯ,1,p9424,ＰＦ　機動戦士ガンダムユニコーン,キドウセンシガンダムユニコーン,キドウセンシガンダムユニコーン,9999,1,20210801,,,42775,44832,5647,45287,,2021/6/22 13:38,2021/6/22 13:38,1,4,3,319.7,41.1,60,81,3,2,3&1&5&15,10,3or10,,,,,,,,,,,,Ｐフィーバー機動戦士ガンダムユニコーンｂ,20210621,1P0313,,,P機,,,,,,,,,,,6,ＳＡＮＫＹＯ,2021/6/21,F,,9424
204325,60,藤商事,1,p9425,Ｐ　リング　呪いの７日間２　ＦＷＡ,リングノロイノナノカカン２,リングノロイノナノカカン２,9999,1,20210815,,,4286,2023/12/27,2671,2024/2/28,,2021/6/29,2024/11/25,1,2,8,99.9,99.7,100,77.7,4,2,3&1&5&5&1&10,10,2or4or10,,,,,,,,,,,,P リング　呪いの7日間2　FWA,20210705,1P0367,,,P機,,,,,,,,,,,44,藤商事,2021/7/5,F,,9425
204326,24,サミー,1,p9427,デジハネＰＡ真・北斗無双　第２章　連撃Ｅｄｉｔｉｏｎ,デジハネシンホクトムソウダイニショウレンゲキエディション,デジハネシンホクトムソウダイニショウレンゲキエディション,9999,1,20210815,,,2347,2021/9/22,1720,2022/9/21,,2021/6/29,2021/6/29,1,1,8,99.9,42,,,8,2,1&2&4&6,7,10,,,,,,,,,,,,ＰＡデジハネ真北斗無双第２章ＳＳＥ,20210517,0P1818,,,P機,,あり,,,,,,,,,16,サミー,2021/5/17,F,,9427
204328,44,豊丸,1,p9430,Ｐ絶超電役ドラドラ天国２４００‐９９Ｖｅｒ．,ゼッチョウデンヤクドラドラテンゴク２４００９９バージョン,ゼッチョウデンヤクドラドラテンゴク２４００９９バージョン,9999,1,20210905,,,558,2021/11/10,464,2021/11/10,,2021/7/6,2021/7/6,4,5,8,99.9,,,,8,2,2&5&6&11&14&15,,,,,,,,,,,,,,Ｐドラドラ天国ＤＸ１Ｖ,20210705,0P1797,,,P機,,,,,,,,,,,46,豊丸,2021/7/5,F,,9430
204335,44,豊丸,1,p9431,ＰＡウイニングボール,ウイニングボール,ウイニングボール,9999,1,20210920,,,241,2021/10/27 0:00,195,2021/10/27 0:00,,2021/7/13 15:35,2021/7/13 15:35,4,5,9,,,,,8,2,,2,2,,,,,,,,,,,,ＰＡウイニングボールＣＰ１Ｆ,20210705,0P0477,,,P機,あり,,,,,,,,,,46,豊丸,2021/7/5,F,,9431
204334,79,ＳＡＮＫＹＯ,1,p9432,ＰＦタイガーマスクＷ　Ｌｉｇｈｔｖｅｒ．,タイガーマスクダブリュライトバージョン,タイガーマスクダブリュライトバージョン,9999,1,20211003,,,1076,2021/11/17 0:00,882,2021/11/17 0:00,,2021/7/13 15:12,2021/7/13 15:12,3,1,8,99.9,8.7,51,75,4,2,3&1&5&1&10,10,3or4or9,,,,,,,,,,,,ＰフィーバータイガーマスクＷ　Ｙ,20210621,0P1207,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/6/21,F,,9432
204331,25,サンセイＲ＆Ｄ,1,p9434,Ｐキャプテン翼２０２０,,,9999,1,20210905,,,9734,2021/9/22 0:00,3508,2021/9/29 0:00,,2021/7/13 15:00,2021/7/13 15:00,1,1,3,319.68,31.96,75,75,4,2,2&1&4&15,9,2or3or10,,,,,,,,,,,,Ｐキャプテン翼２０２０ＮＬ,20210621,1P0292,,,P機,,,,,,,,,,,17,サンセイＲ＆Ｄ,2021/6/21,F,,9434
204336,44,豊丸,1,p9435,Ｐドラドラ天国さんきゅー２０００Ｖｅｒ．,ドラドラテンゴクサンキュー２０００バージョン,ドラドラテンゴクサンキュー２０００バージョン,9999,1,20210920,,,74,2021/10/13 0:00,71,2021/10/13 0:00,,2021/7/13 15:38,2021/7/13 15:38,4,5,10,39.9,,,,8,2,,,,,,,,,,,,,,,Ｐドラドラ天国ＤＸ１ＣＰ,20210705,1P0547,,,P機,,,,,,,,,,,46,豊丸,2021/7/5,F,,9435
204332,66,メーシー,1,p9436,Ｐナムココレクション,ナムココレクション,ナムココレクション,9999,1,20210905,,,167,2021/9/29 0:00,143,2021/9/29 0:00,,2021/7/13 15:05,2021/7/13 15:05,1,1,6,176.5,76.52,100,,8,2,1&5&4&10,8,2or4,,,,,,,,,,,,ＰナムココレクションＭＨ,20201214,0P1197,,,P機,,,,,,,,,,,30,ユニバーサル,2020/12/14,F,,9436
204333,66,メーシー,1,p9437,ＰＡナムココレクション８９ｖｅｒ．,ナムココレクション８９バージョン,ナムココレクション８９バージョン,9999,1,20210905,,,2596,2021/9/29 0:00,2282,2021/10/13 0:00,,2021/7/13 15:07,2021/7/13 15:07,1,1,8,89.22,31.6,100,,8,2,1&5&4&10,5,2or4,,,,,,,,,,,,ＰＡナムココレクションＡＡ,20200601,0P0156,,,P機,,,,,,,,,,,30,ユニバーサル,2020/6/1,F,,9437
204338,38,高尾,1,p9440,Ｐ　ＤＤ北斗の拳２　ついでに愛をとりもどせ！！　ラオウ１９９Ｖｅｒ．,ホクトノケン２ツイデニアイヲトリモドセラオウバージョン,ホクトノケン２ツイデニアイヲトリモドセラオウバージョン,9999,1,20210815,,,2162,2021/11/3 0:00,1449,2022/7/20 0:00,,2021/7/20 14:19,2021/7/20 14:19,3,1,6,199.1,2.28,50,91,2,2,2&1&5&2&10,10,3or4or10,,,,,,,,,,,,ＰＤＤ北斗の拳２Ｖ１Ｆ,20210705,1P0437,,,P機,,,,,,,,,,,35,高尾,2021/7/5,F,,9440
204339,49,ニューギン,1,p9441,Ｐデビルマン～疾風迅雷～,デビルマンシップウジンライ,デビルマンシップウジンライ,9999,1,20210905,,,13610,2021/11/3 0:00,4195,2022/6/29 0:00,,2021/7/20 14:23,2021/7/20 14:23,3,1,3,319.69,2.04,60,93.2,2,2,1&3&11,10,2or3or5or7,,,,,,,,,,,,Ｐデビルマン疾風迅雷Ｓ－Ｘ１　ＹＴ９５９,20210705,1P0337,,,P機,,あり,,,,,,,,,22,ニューギン,2021/7/5,F,,9441
204340,48,西陣,1,p9445,ＰモンキーターンＶ　ＧＣ２５０Ａ,モンキーターンブイジーシー２５０,モンキーターンブイジーシー２５０,9999,1,20210919,,,1072,2022/7/20 0:00,945,2022/7/20 0:00,,2021/7/20 14:28,2021/7/20 14:28,3,1,8,89.9,7.79,51,80,3,2,1&5&9,10,3or4or9,,,,,,,,,,,,ＰモンキーターンＶ　ＧＣ２５０Ａ,20210810,1P0549,,,P機,,あり,,,,,,,,,40,西陣,2021/8/10,F,,9445
204346,49,ニューギン,1,p9447,ＰＡ乗物娘ＧＯ「ＰＢ機」,ノリモノムスメゴーピービーキ,ノリモノムスメゴーピービーキ,9999,1,20210815,,,1416,2023/9/20 0:00,829,2021/12/1 0:00,,2021/7/27 18:29,2021/7/27 18:29,1,2,8,59.9,58.2,100,,8,2,1&2&4&11,6,4or6or8or10,,,,,,,,,,,,ＰＡ乗物娘ＧＯ,20210705,1P0275,●,,P機,あり,,,,,,,,,,22,ニューギン,2021/7/5,F,,9447
204349,61,平和,1,p9448,Ｐ　ＪＡＷＳ３　ＬＩＧＨＴ,ジョーズ３ライト,ジョーズ３ライト,9999,1,20211017,,,1988,2021/11/24 0:00,1498,2022/6/1 0:00,,2021/7/27 18:40,2021/7/27 18:40,3,1,7,119.8,11.4,40,70,4,2,1&2&3&8&10,10,4or10,,,,,,,,,,,,ＰＪＡＷＳ３Ｌ１ＹＵ１Ｙ,20210705,10007,,,P機,,あり,,,,,,,,,45,平和,2021/7/5,F,,9448
204350,5,アムテックス,1,p9449,Ｐうまい棒４５００～１０５００,ウマイボウ４５００カラ１０５００,ウマイボウ４５００カラ１０５００,9999,1,20211003,,,6848,2022/9/28 0:00,3659,2022/9/21 0:00,,2021/7/27 18:44,2021/7/27 18:44,4,5,10,34.3,2.2,,,8,2,2&3&10&15,10,10,,,,,,,,,,,,Ｐうまい棒４５００から１０５００Ｖ１,20210301,0P1413,,,P機,,,,,,,,,,,45,平和,2021/3/1,F,,9449
204347,61,平和,1,p9450,Ｐルパン三世～復活のマモー～２１９ｖｅｒ．,ルパンサンセイフッカツノマモー２１９バージョン,ルパンサンセイフッカツノマモー２１９バージョン,9999,1,20210905,,,1609,2021/10/13 0:00,894,2021/12/1 0:00,,2021/7/27 18:33,2021/7/27 18:33,1,2,5,219.9,53.1,62,82,3,2,1&3&4&14,10,3or10,,,,,,,,,,,,Ｐルパン三世１１Ｍ１ＡＹ５Ｙ,20210705,1P0539,,,P機,,あり,,,,,,,,,45,平和,2021/7/5,F,,9450
204348,44,豊丸,1,p9451,ＰＡ満開花火ＧＯ「ＰＢ機」,マンカイハナビゴーピービーキ,マンカイハナビゴーピービーキ,9999,1,20210815,,,2004,2021/9/29 0:00,434,2021/9/29 0:00,,2021/7/27 18:36,2021/7/27 18:36,1,1,8,67.9,67.9,20,88,3,2,2&1&10&4,9,3or10,,,,,,,,,,,,ＰＡ満開花火ＧＯ,20210705,1P0261,●,,P機,あり,,,,,,,,,,46,豊丸,2021/7/5,F,,9451
204353,121,JFJ,1,p9452,ＰＡ　ＦＡＩＲＹ　ＴＡＩＬ２　ＪＷＡ,フェアリーテイル２,フェアリーテイル２,9999,1,20210920,,,2228,2021/11/17 0:00,1629,2022/2/16 0:00,,2021/8/3 17:01,2021/8/3 17:01,3,1,8,99.9,,,75.3,4,2,3&1&11,,3or10,,,,,,,,,,,,ＰＡ　ＦＡＩＲＹ　ＴＡＩＬ２　ＪＷＡ,20210719,1P0440,,,P機,,あり,,,,,,,,,44,藤商事,2021/7/19,F,,9452
204354,121,JFJ,1,p9453,Ｐ遠山の金さん２　遠山桜と華の密偵ＪＱＡ,トオヤマノキンサン２トオヤマザクラトミッテイ,トオヤマノキンサン２トオヤマザクラトミッテイ,9999,1,20210920,,,90,2021/10/13 0:00,49,2022/7/6 0:00,,2021/8/3 17:05,2021/8/3 17:05,1,5,6,199.8,,,,8,2,3&1&15,9,10,,,,,,,,,,,,Ｐ遠山の金さん２　遠山桜と華の密偵ＪＱＡ,20210517,1P0019,,,P機,,あり,,,,,,,,,44,藤商事,2021/5/17,F,,9453
204352,121,JFJ,1,p9454,ＰＡ遠山の金さん２　遠山桜と華の密偵ＪＷＤ,トオヤマノキンサン２トオヤマザクラトミッテイ,トオヤマノキンサン２トオヤマザクラトミッテイ,9999,1,20210920,,,1910,2021/11/17 0:00,1421,2022/9/21 0:00,,2021/8/3 16:57,2021/8/3 16:57,1,2,8,99.9,40.5,,,8,2,3&1&5&12,7,3or6or10,,,,,,,,,,,,ＰＡ遠山の金さん２　遠山桜と華の密偵ＪＷＤ,20210810,1P0627,,,P機,,,,,,,,,,,44,藤商事,2021/8/10,F,,9454
204355,49,ニューギン,1,p9455,ＰＡぱちんこ乗物娘７７ｖｅｒ．,パチンコノリモノムスメ７７バージョン,パチンコノリモノムスメ７７バージョン,9999,1,20210919,,,2224,2024/1/3 0:00,1842,2022/9/21 0:00,,2021/8/10 17:56,2021/8/10 17:56,1,2,8,77.1,71.23,100,53,6,2,1&2&3&4&11,10,4or6or8or10,,,,,,,,,,,,ＰＡ乗物娘Ｎ－Ｋ　ＹＴ２００,20210719,1P0605,,,P機,,あり,,,,,,,,,22,ニューギン,2021/7/19,F,,9455
204356,56,ビスティ,1,p9456,Ｐコードギアス　反逆のルルーシュ　ライトミドルｖｅｒ．,コードギアスハンギャクノルルーシュライトミドルバージョン,コードギアスハンギャクノルルーシュライトミドルバージョン,9999,1,20210905,,,3053,2021/10/6 0:00,1784,2022/7/20 0:00,,2021/8/10 18:14,2021/8/10 18:14,3,1,5,222.2,7.7,51,91,2,2,1&7&10,10,4or6or7or10,,,,,,,,,,,,Ｐコードギアス　反逆のルルーシュｂＦ,20210607,1P0374,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/6/7,F,,9456
204357,79,ＳＡＮＫＹＯ,1,p9457,ＰＦマクロスフロンティア４,マクロスフロンティア４,マクロスフロンティア４,9999,1,20211003,,,12408,2021/10/27 0:00,4257,2022/7/20 0:00,,2021/8/10 18:18,2021/8/10 18:18,3,1,3,319.7,2,53,81,3,2,3&1&5&15,10,2or10,,,,,,,,,,,,Ｐフィーバーマクロスフロンティア４Ａ,20210621,1P0267,,,P機,,,,,,,,,,,6,ＳＡＮＫＹＯ,2021/6/21,F,,9457
204359,21,京楽,1,p9459,ぱちんこ　冬のソナタ　ＳＷＥＥＴ　Ｗ　ＨＡＰＰＹ　Ｖｅｒｓｉｏｎ,パチンコフユノソナタスウィートダブリュハッピーバージョン,パチンコフユノソナタスウィートダブリュハッピーバージョン,9999,1,20210905,,,3629,2021/10/13 0:00,2527,2022/9/21 0:00,,2021/8/24 13:57,2021/8/24 13:57,3,1,8,99.9,44.8,35,,8,2,1&1&1&7&10,10,4or10,,,,,,,,,,,,ＰＡぱちんこ冬のソナタＦｏｒｅｖｅｒＭＡ１,20210705,1P0392,,,P機,,あり,,,,,,,,,34,京楽,2021/7/5,F,,9459
204360,26,三洋,1,p9460,Ｐスーパー海物語　ＩＮ　沖縄５　桜ｖｅｒ．３１９,スーパーウミモノガタリインオキナワ５サクラバージョン３１９,スーパーウミモノガタリインオキナワ５サクラバージョン３１９,9999,1,20211017,,,4306,2022/1/5 0:00,1386,2023/11/15 0:00,,2021/8/24 14:01,2021/8/24 14:01,1,2,3,319.6,43.9,100,80.3,3,2,3&2&4&3&15,10,3or6or10,,,,,,,,,,,,Ｐスーパー海物語ＩＮ沖縄５ＳＴＡ,20210830,1P0078,,,P機,,,,,,,,,,,36,三洋,2021/8/30,F,,9460
204361,26,三洋,1,p9461,Ｐスーパー海物語　ＩＮ　沖縄５　桜ｖｅｒ．１９９,スーパーウミモノガタリインオキナワ５サクラバージョン１９９,スーパーウミモノガタリインオキナワ５サクラバージョン１９９,9999,1,20211107,,,15253,2022/4/27 0:00,3909,2024/3/27 0:00,,2021/8/24 14:04,2021/8/24 14:04,1,2,6,199.8,37,100,75.1,4,2,3&2&3&4&14,10,3or5or10,,,,,,,,,,,,Ｐスーパー海物語ＩＮ沖縄５ＳＣＦ,20210830,1P0514,,,P機,,,,,,,,,,,36,三洋,2021/8/30,F,,9461
204364,25,サンセイＲ＆Ｄ,1,p9463,Ｐゴッドイーター究極一閃,ゴッドイーターキュウキョクイッセン,ゴッドイーターキュウキョクイッセン,9999,1,20211107,,,9776,2021/12/1 0:00,3837,2022/9/21 0:00,,2021/8/24 14:16,2021/10/26 14:47,3,1,3,319.68,,75,80,3,2,3&1&4&5&15,10,2or10,,,,,,,,,,,,Ｐゴッドイーター究極一閃ＭＡ,20210830,1P0693,,,P機,,,,,,,,,,,17,サンセイＲ＆Ｄ,2021/8/30,F,,9463
204365,33,大一,1,p9464,Ｐ神・天才バカボン～神ＳＰＥＣ～,シンテンサイバカボンカミスペック,シンテンサイバカボンカミスペック,9999,1,20211003,,,15173,2022/7/20 0:00,4255,2022/7/27 0:00,,2021/8/24 14:20,2021/8/24 14:20,3,1,3,319.7,44.8,75,81,3,2,1&4&15,10,10,,,,,,,,,,,,Ｐ天才バカボン６ＦＮ－Ｆ,20210830,110039,,,P機,,,,,,,,,,,41,大一,2021/8/30,F,,9464
204362,24,サミー,1,p9466,Ｐモンスターハンターダブルクロス,モンスターハンターダブルクロス,モンスターハンターダブルクロス,9999,1,20211017,,,5526,2021/11/17 0:00,2707,2022/3/30 0:00,,2021/8/24 14:08,2021/8/24 14:08,1,1,3,319.7,59,51,,8,2,1&3&5&13&15,2or10,10,,,,,,,,,,,,ＰモンスターハンターダブルクロスＳＦＢ,20210810,1P0574,,,P機,,,,,,,,,,,16,サミー,2021/8/10,F,,9466
204363,48,西陣,1,p9467,Ｐ花満開　月光　ＴＨＥ　ＦＩＮＡＬ,ハナマンカイゲッコウザファイナル,ハナマンカイゲッコウザファイナル,9999,1,20211017,,,838,2021/11/17 0:00,507,2022/11/30 0:00,,2021/8/24 14:12,2021/8/24 14:12,1,1,3,319.69,31.97,55,71,4,1,3&1&4&1&15,10,2or10,,,,,,,,,,,,Ｐ花満開　月光ＺＣ,20210810,0P1828,,,P機,,,,,,,,,,,40,西陣,2021/8/10,F,,9467
204368,38,高尾,1,p9468,Ｐ女神ドリーム,メガミドリーム,メガミドリーム,9999,1,20210920,,,156,2021/10/20 0:00,147,2021/10/20 0:00,,2021/8/31 10:59,2021/8/31 10:59,1,2,8,79.9,9,71.1,90.5,2,2,2&1&4&1&10,5,2or10,,,,,,,,,,,,Ｐ女神覚醒０．２秒の祝福Ｓ１Ｃ,20210621,1P0236,,,P機,,あり,,,,,,,,,35,高尾,2021/6/21,F,,9468
204369,79,ＳＡＮＫＹＯ,1,p9469,ＰＦ戦姫絶唱シンフォギア２　１／２３０ｖｅｒ．,センキゼッショウシンフォギア２２３０バージョン,センキゼッショウシンフォギア２２３０バージョン,9999,1,20211107,,,4364,2022/1/12 0:00,1744,2022/6/29 0:00,,2021/8/31 11:04,2021/8/31 11:04,3,1,5,230,7.7,51,81,3,2,3&1&4&1&15,10,3or6or7or10,,,,,,,,,,,,Ｐフィーバー戦姫絶唱シンフォギア２Ｓ,20210921,0P0203,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/9/21,F,,9469
204370,79,ＳＡＮＫＹＯ,1,p9470,ＰＦ戦姫絶唱シンフォギア２　１／７７ｖｅｒ．,センキゼッショウシンフォギア２７７バージョン,センキゼッショウシンフォギア２７７バージョン,9999,1,20211107,,,6034,2022/8/17 0:00,3605,2022/7/27 0:00,,2021/8/31 11:07,2021/8/31 11:07,3,1,8,77.7,7.7,51,79,4,2,1&1&6&1&7,10,3or6or7or10,,,,,,,,,,,,Ｐフィーバー戦姫絶唱シンフォギア２ＹＲ,20210921,1P0612,,,P機,,あり,,,,,,,,,6,ＳＡＮＫＹＯ,2021/9/21,F,,9470
204371,44,豊丸,1,p9471,ＰＡ競女！！！！！！！！‐ＫＥＩＪＯ‐９９Ｖｅｒ．,ケイジョ９９バージョン,ケイジョ９９バージョン,9999,1,20210905,,,831,2021/12/15 0:00,739,2021/12/15 0:00,,2021/9/7 21:24,2021/9/7 21:24,1,4,8,99.9,42,54.7,78,4,2,1&3&9,10,3or6or10,,,,,,,,,,,,ＰＡ競女Ｖ３Ａ,20210705,1P0187,,,P機,,あり,,,,,,,,,46,豊丸,2021/7/5,F,,9471
204373,38,高尾,1,p9472,Ｐリアル鬼ごっこ２　全力疾走チャージ鬼Ｖｅｒ．,リアルオニゴッコ２ゼンリョクシッソウチャージオニバージョン,リアルオニゴッコ２ゼンリョクシッソウチャージオニバージョン,9999,1,20211003,,,971,2021/11/3 0:00,640,2022/3/30 0:00,,2021/9/7 21:34,2021/9/7 21:34,3,1,5,222.9,5.4,55.3,86.8,3,2,2&1&6&4&1&6&10,10,3or5or10,,,,,,,,,,,,Ｐリアル鬼ごっこ２Ｖ２Ａ,20210810,1P0555,,,P機,,あり,,,,,,,,,35,高尾,2021/8/10,F,,9472
204374,38,高尾,1,p9473,Ｐリアル鬼ごっこ２　全力疾走チャージ翼Ｖｅｒ．,リアルオニゴッコ２ゼンリョクシッソウチャージツバサバージョン,リアルオニゴッコ２ゼンリョクシッソウチャージツバサバージョン,9999,1,20211003,,,470,2021/11/3 0:00,296,2022/4/13 0:00,,2021/9/7 21:38,2021/9/7 21:38,3,1,5,222.9,5.2,57.4,87.9,3,2,1&1&5&1&6&10,10,3or5or10,,,,,,,,,,,,Ｐリアル鬼ごっこ２Ｖ１Ｂ,20210830,1P0705,,,P機,,,,,,,,,,,35,高尾,2021/8/30,F,,9473
204372,60,藤商事,1,p9474,Ｐ地獄少女　華ＦＭＢ,ジゴクショウジョハナ,ジゴクショウジョハナ,9999,1,20211107,,,16364,2021/11/17 0:00,4635,2022/3/30 0:00,,2021/9/7 21:29,2021/9/7 21:29,1,1,3,319,109,50,84,3,2,3&1&2&5&15,9,3or4or10,,,,,,,,,,,,Ｐ地獄少女　華ＦＭＢ,20210921,1P0784,,,P機,,,,,,,,,,,44,藤商事,2021/9/21,F,,9474
